Script started on Sun Nov 30 13:31:39 2014
[?1034hpoot:~/data-poi/data->exitminiterm.py -b 38400 /dev/tty.Poi_1-RNI-SPP
Traceback (most recent call last):
  File "/usr/local/bin/miniterm.py", line 694, in <module>
    main()
  File "/usr/local/bin/miniterm.py", line 649, in main
    repr_mode=options.repr_mode,
  File "/usr/local/bin/miniterm.py", line 171, in __init__
    self.serial = serial.serial_for_url(port, baudrate, parity=parity, rtscts=rtscts, xonxoff=xonxoff, timeout=1)
  File "/Library/Python/2.7/site-packages/serial/__init__.py", line 78, in serial_for_url
    instance.open()
  File "/Library/Python/2.7/site-packages/serial/serialposix.py", line 289, in open
    self.fd = os.open(self.portstr, os.O_RDWR|os.O_NOCTTY|os.O_NONBLOCK)
OSError: [Errno 16] Resource busy: '/dev/tty.Poi_1-RNI-SPP'
poot:~/data-poi/data->miniterm.py -b 38400 /dev/tty.Poi_1-RNI-SPP
--- Miniterm on /dev/tty.Poi_1-RNI-SPP: 38400,8,N,1 ---
--- Quit: Ctrl+]  |  Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
105.40,0.03,23.84
106.32,0.04,22.16
107.22,0.03,20.63
108.08,0.00,19.27
108.86,-0.06,18.09
109.58,-0.15,17.02
110.22,-0.26,16.04
110.78,-0.39,15.15
111.27,-0.54,14.33
111.70,-0.71,13.55
112.08,-0.88,12.80
112.42,-1.06,12.07
112.73,-1.23,11.34
113.02,-1.40,10.59
113.33,-1.56,9.84
113.65,-1.71,9.06
114.01,-1.84,8.26
114.41,-1.95,7.42
114.87,-2.03,6.55
115.38,-2.09,5.66
115.92,-2.13,4.75
116.50,-2.15,3.83
117.10,-2.17,2.93
117.71,-2.19,2.06
118.32,-2.22,1.22
118.92,-2.26,0.43
119.47,-2.32,-0.30
119.94,-2.40,-0.95
120.31,-2.54,-1.50
120.55,-2.74,-1.93
120.62,-3.01,-2.23
120.52,-3.35,-2.39
120.25,-3.79,-2.39
119.82,-4.32,-2.21
119.26,-4.96,-1.84
118.58,-5.70,-1.28
117.83,-6.54,-0.51
116.99,-7.48,0.48
116.11,-8.51,1.70
115.18,-9.61,3.15
114.23,-10.79,4.83
113.26,-12.04,6.78
112.28,-13.35,8.98
111.32,-14.67,11.37
110.37,-16.01,13.96
109.53,-17.30,16.55
108.86,-18.51,19.03
108.38,-19.62,21.28
108.09,-20.60,23.21
107.99,-21.46,24.78
108.01,-22.23,26.04
108.13,-22.91,27.01
108.29,-23.54,27.78
108.45,-24.14,28.47
108.51,-24.75,29.19
108.43,-25.40,30.07
108.14,-26.12,31.19
107.52,-26.92,32.69
106.52,-27.83,34.64
105.18,-28.80,37.05
103.60,-29.80,39.90
101.92,-30.77,43.12
100.24,-31.71,46.70
98.66,-32.56,50.54
97.25,-33.31,54.45
95.98,-33.96,58.40
94.88,-34.51,62.21
93.97,-34.99,65.73
93.10,-35.41,68.83
92.32,-35.74,71.45
91.29,-36.09,74.25
90.04,-36.40,77.04
88.54,-36.65,80.06
86.83,-36.81,83.46
85.02,-36.85,87.22
83.29,-36.77,91.19
81.81,-36.58,95.16
80.67,-36.32,98.95
79.97,-36.04,102.43
79.61,-35.77,105.60
79.48,-35.53,108.47
79.38,-35.32,111.16
79.17,-35.12,113.77
78.78,-34.93,116.34
78.14,-34.72,118.91
77.24,-34.48,121.55
76.10,-34.18,124.28
74.83,-33.83,127.05
73.54,-33.41,129.83
72.33,-32.94,132.59
71.13,-32.36,135.55
70.34,-31.85,137.93
69.65,-31.28,140.48
69.10,-30.70,142.92
68.54,-30.07,145.47
68.12,-29.52,147.63
67.90,-29.08,149.45
67.73,-28.63,151.32
67.63,-28.22,153.09
67.44,-27.75,155.02
67.39,-27.44,156.44
67.30,-27.11,157.98
67.17,-26.80,159.48
66.98,-26.50,160.95
66.71,-26.23,162.37
66.36,-25.97,163.76
65.96,-25.73,165.07
65.52,-25.54,166.29
65.05,-25.38,167.42
64.59,-25.25,168.44
64.18,-25.18,169.35
63.84,-25.15,170.12
63.63,-25.18,170.74
63.55,-25.28,171.20
63.63,-25.43,171.51
63.77,-25.53,171.97
64.09,-25.76,172.03
64.57,-26.06,172.00
65.12,-26.38,171.91
65.75,-26.74,171.75
66.43,-27.12,171.54
67.13,-27.52,171.29
67.83,-27.92,171.03
68.50,-28.33,170.77
69.12,-28.73,170.51
69.69,-29.14,170.27
70.20,-29.54,170.03
70.64,-29.94,169.80
71.01,-30.33,169.57
71.33,-30.73,169.33
71.58,-31.13,169.07
71.77,-31.55,168.79
71.88,-31.98,168.47
71.91,-32.43,168.10
71.87,-32.91,167.68
71.74,-33.41,167.18
71.56,-33.95,166.58
71.33,-34.54,165.83
71.07,-35.20,164.87
70.80,-35.93,163.70
70.48,-36.74,162.28
70.10,-37.66,160.57
69.61,-38.67,158.61
69.03,-39.79,156.36
68.39,-41.02,153.81
67.79,-42.35,150.91
67.35,-43.80,147.64
67.15,-45.32,144.04
67.21,-46.87,140.19
67.54,-48.37,136.23
68.06,-49.78,132.31
68.66,-51.04,128.64
69.26,-52.13,125.28
69.89,-53.09,122.18
70.64,-53.94,119.26
71.55,-54.71,116.40
72.60,-55.42,113.60
73.89,-56.07,110.73
75.62,-56.68,107.58
78.04,-57.28,103.86
81.21,-57.84,99.41
84.75,-58.28,94.45
88.35,-58.58,89.19
91.77,-58.70,83.78
94.66,-58.68,78.56
96.79,-58.56,73.64
98.37,-58.38,69.40
99.70,-58.11,64.81
100.74,-57.80,60.26
101.75,-57.41,55.56
102.85,-56.94,50.71
104.14,-56.36,45.68
105.41,-55.69,40.72
106.56,-54.95,36.00
107.65,-54.16,31.58
108.69,-53.33,27.51
109.75,-52.47,23.75
110.82,-51.58,20.34
111.87,-50.69,17.30
112.86,-49.82,14.65
113.77,-48.96,12.35
114.61,-48.12,10.29
115.46,-47.26,8.32
116.32,-46.37,6.37
117.16,-45.41,4.35
117.96,-44.38,2.26
118.70,-43.29,0.12
119.30,-42.16,-2.03
119.68,-40.99,-4.15
119.79,-39.81,-6.26
119.62,-38.62,-8.32
119.17,-37.46,-10.33
118.47,-36.30,-12.31
117.57,-35.19,-14.25
116.53,-34.11,-16.14
115.42,-33.09,-17.95
114.28,-32.12,-19.68
113.20,-31.20,-21.33
112.26,-30.32,-22.90
111.48,-29.48,-24.40
110.90,-28.65,-25.82
110.51,-27.84,-27.16
110.34,-27.04,-28.44
110.40,-26.25,-29.62
110.69,-25.48,-30.70
111.18,-24.71,-31.66
111.82,-23.96,-32.50
112.61,-23.22,-33.21
113.52,-22.51,-33.77
114.50,-21.83,-34.18
115.54,-21.19,-34.44
116.59,-20.60,-34.55
117.62,-20.07,-34.50
118.60,-19.59,-34.30
119.49,-19.19,-33.95
120.27,-18.84,-33.48
120.91,-18.55,-32.88
121.42,-18.32,-32.20
121.79,-18.14,-31.44
122.02,-17.99,-30.62
122.12,-17.88,-29.75
122.09,-17.80,-28.85
121.96,-17.75,-27.92
121.75,-17.72,-26.99
121.46,-17.71,-26.04
121.14,-17.72,-25.08
120.79,-17.76,-24.08
120.44,-17.83,-23.02
120.12,-17.95,-21.88
119.83,-18.12,-20.63
119.61,-18.36,-19.23
119.46,-18.68,-17.63
119.39,-19.11,-15.81
119.42,-19.66,-13.73
119.54,-20.32,-11.40
119.69,-21.11,-8.80
119.80,-22.01,-5.94
119.79,-23.05,-2.74
119.60,-24.27,0.85
119.20,-25.63,4.88
118.55,-27.14,9.35
117.54,-28.75,14.33
116.06,-30.37,19.65
114.43,-31.78,24.84
112.34,-33.16,30.73
110.12,-34.25,36.41
107.98,-34.98,41.48
106.09,-35.35,45.56
104.55,-35.42,48.51
103.39,-35.26,50.35
102.63,-34.93,51.24
102.30,-34.49,51.40
102.34,-34.01,51.32
102.72,-33.55,51.48
103.39,-33.18,52.32
104.14,-32.96,54.01
104.74,-32.90,56.52
104.84,-33.01,59.91
104.22,-33.29,64.28
102.70,-33.67,69.65
100.31,-34.03,75.86
97.18,-34.21,82.72
93.70,-34.06,89.72
90.30,-33.57,96.30
87.31,-32.79,102.04
84.88,-31.85,106.82
83.07,-30.87,110.55
81.73,-29.89,113.50
80.76,-28.92,115.94
80.12,-27.96,118.12
79.76,-26.97,120.23
79.66,-25.96,122.28
79.79,-24.97,124.18
80.06,-24.02,125.91
80.45,-23.10,127.45
80.89,-22.22,128.85
81.32,-21.36,130.16
81.71,-20.52,131.43
82.06,-19.69,132.72
82.33,-18.86,134.04
82.47,-18.03,135.43
82.39,-17.20,136.92
82.04,-16.36,138.50
81.41,-15.50,140.17
80.51,-14.61,141.93
79.37,-13.67,143.82
78.08,-12.69,145.75
76.71,-11.66,147.73
75.30,-10.56,149.75
73.98,-9.39,151.75
72.79,-8.19,153.70
71.76,-6.94,155.60
70.92,-5.68,157.41
70.29,-4.41,159.10
69.86,-3.17,160.61
69.62,-1.98,161.92
69.52,-0.88,163.01
69.55,0.15,163.89
69.67,1.09,164.57
69.86,1.95,165.02
70.10,2.73,165.28
70.37,3.43,165.36
70.66,4.08,165.28
70.97,4.67,165.07
71.30,5.22,164.74
71.65,5.74,164.30
71.93,6.32,164.06
72.27,6.73,163.52
72.67,7.17,162.84
73.09,7.60,162.11
73.50,8.01,161.32
73.92,8.41,160.48
74.33,8.81,159.62
74.72,9.19,158.72
75.10,9.57,157.80
75.46,9.93,156.85
75.79,10.30,155.87
76.09,10.65,154.85
76.34,11.00,153.80
76.56,11.34,152.71
76.75,11.67,151.57
76.90,11.99,150.37
77.03,12.30,149.12
77.15,12.59,147.81
77.26,12.87,146.45
77.37,13.14,145.02
77.48,13.39,143.52
77.60,13.63,141.94
77.74,13.84,140.26
77.88,14.03,138.46
78.04,14.18,136.52
78.19,14.31,134.37
78.33,14.38,132.00
78.40,14.45,129.62
78.50,14.46,127.27
78.75,14.41,124.56
79.15,14.34,121.37
79.66,14.26,118.07
80.33,14.21,114.76
81.07,14.22,111.70
81.90,14.28,108.96
82.85,14.42,106.35
83.84,14.61,104.14
85.00,14.90,102.01
86.19,15.24,100.19
87.42,15.61,98.59
88.66,16.01,97.18
89.86,16.43,95.88
90.95,16.86,94.67
91.95,17.29,93.47
92.87,17.73,92.23
93.76,18.17,90.87
94.64,18.64,89.35
95.53,19.14,87.65
96.48,19.67,85.68
97.56,20.26,83.43
98.80,20.94,80.88
100.23,21.69,78.10
101.83,22.53,75.21
103.52,23.42,72.32
105.21,24.33,69.61
106.85,25.24,67.08
108.39,26.12,64.85
109.82,26.94,62.91
111.10,27.70,61.21
112.26,28.39,59.76
113.34,29.03,58.48
114.46,29.66,57.21
115.43,30.21,56.20
116.57,30.83,55.08
117.77,31.48,53.94
119.01,32.16,52.79
120.23,32.88,51.59
121.48,33.68,50.20
122.47,34.40,49.03
123.47,35.22,47.67
124.33,36.09,46.26
125.06,36.98,44.78
125.65,37.91,43.23
126.14,38.85,41.66
126.67,39.82,39.98
127.08,40.60,38.63
127.59,41.41,37.25
128.17,42.16,35.97
128.82,42.85,34.80
129.51,43.49,33.73
130.21,44.10,32.72
130.92,44.68,31.75
131.60,45.24,30.83
132.28,45.78,29.95
132.93,46.29,29.10
133.53,46.78,28.29
134.08,47.24,27.51
134.55,47.68,26.78
134.93,48.09,26.08
135.23,48.45,25.44
135.46,48.76,24.86
135.66,49.00,24.38
135.85,49.14,24.04
136.03,49.18,23.83
136.20,49.12,23.76
136.36,48.97,23.84
136.50,48.73,24.04
136.61,48.42,24.34
136.68,48.05,24.71
136.70,47.64,25.14
136.69,47.20,25.62
136.62,46.73,26.12
136.50,46.26,26.62
136.30,45.80,27.11
136.05,45.36,27.57
135.72,44.96,27.98
135.32,44.61,28.32
134.88,44.29,28.61
134.39,44.01,28.86
133.88,43.73,29.09
133.35,43.44,29.33
132.81,43.15,29.59
132.26,42.84,29.88
131.71,42.49,30.22
131.16,42.13,30.60
130.59,41.73,31.04
129.99,41.31,31.54
129.35,40.86,32.11
128.63,40.37,32.76
127.81,39.82,33.50
126.91,39.20,34.38
125.95,38.50,35.41
124.93,37.73,36.60
123.87,36.91,37.90
122.79,36.05,39.34
121.64,35.15,40.88
120.39,34.21,42.54
119.01,33.26,44.31
117.50,32.28,46.18
115.93,31.30,48.18
114.37,30.31,50.26
112.87,29.36,52.37
111.46,28.51,54.37
110.20,27.78,56.13
109.08,27.19,57.60
108.01,26.72,58.81
106.98,26.30,59.89
106.02,25.91,60.95
105.27,25.52,62.02
104.73,25.15,63.19
104.45,24.71,64.71
104.42,24.26,66.39
104.45,23.80,68.16
104.35,23.31,70.03
103.98,22.80,72.02
103.26,22.24,74.23
102.16,21.61,76.82
100.74,20.94,79.83
99.13,20.27,83.20
97.45,19.66,86.75
95.87,19.13,90.33
94.47,18.70,93.70
93.29,18.38,96.70
92.26,18.14,99.22
91.30,17.95,101.34
90.39,17.79,103.16
89.55,17.65,104.78
88.79,17.54,106.25
88.10,17.45,107.63
87.48,17.37,108.98
86.93,17.32,110.39
86.48,17.28,111.89
86.16,17.27,113.50
86.02,17.28,115.23
86.09,17.32,117.06
86.34,17.36,118.92
86.74,17.40,120.74
87.14,17.42,122.63
87.47,17.41,124.06
87.65,17.37,125.46
87.55,17.29,126.66
87.08,17.18,127.64
86.23,17.04,128.46
85.04,16.88,129.18
83.59,16.74,129.88
81.95,16.60,130.61
80.22,16.51,131.42
78.53,16.45,132.31
76.95,16.45,133.25
75.53,16.48,134.23
74.33,16.55,135.20
73.35,16.64,136.15
72.57,16.74,137.05
71.99,16.84,137.88
71.59,16.94,138.66
71.37,17.04,139.37
71.32,17.13,140.03
71.45,17.22,140.64
71.75,17.29,141.18
72.21,17.35,141.66
72.80,17.39,142.07
73.49,17.41,142.40
74.25,17.40,142.66
75.04,17.36,142.83
75.82,17.30,142.93
76.57,17.20,142.95
77.25,17.08,142.89
77.85,16.93,142.76
78.33,16.76,142.56
78.68,16.56,142.31
78.89,16.36,142.03
78.99,16.14,141.72
79.00,15.92,141.41
78.94,15.71,141.10
78.83,15.49,140.79
78.70,15.27,140.46
78.54,15.05,140.11
78.36,14.81,139.72
78.15,14.57,139.27
77.92,14.30,138.77
77.64,14.01,138.20
77.33,13.70,137.57
76.99,13.36,136.85
76.56,13.05,136.30
76.24,12.71,135.50
75.91,12.28,134.50
75.61,11.83,133.40
75.36,11.34,132.17
75.15,10.80,130.78
74.96,10.21,129.21
74.83,9.54,127.41
74.71,8.87,125.62
74.82,8.18,123.65
75.20,7.37,121.22
75.90,6.55,118.61
76.93,5.74,115.85
78.22,4.97,112.98
79.71,4.25,110.03
81.29,3.59,107.02
82.85,3.00,104.04
84.35,2.49,101.13
85.82,2.06,98.40
87.31,1.72,95.90
88.85,1.46,93.63
90.35,1.25,91.65
91.63,1.10,89.96
92.89,0.95,88.18
93.86,0.82,86.48
94.51,0.69,84.84
94.83,0.55,83.22
94.88,0.39,81.57
94.74,0.23,79.89
94.54,0.05,78.23
94.39,-0.13,76.66
94.47,-0.30,75.14
94.91,-0.46,73.62
95.78,-0.56,71.97
97.09,-0.59,70.06
98.70,-0.52,67.79
100.46,-0.32,65.14
102.29,0.02,62.16
104.07,0.49,58.97
105.71,1.06,55.70
107.16,1.70,52.48
108.37,2.35,49.43
109.34,2.96,46.64
110.16,3.50,44.17
110.90,3.97,41.98
111.58,4.38,40.00
112.16,4.76,38.18
112.65,5.11,36.46
113.05,5.44,34.80
113.34,5.75,33.23
113.59,6.03,31.72
113.83,6.30,30.27
114.10,6.56,28.85
114.38,6.84,27.40
114.67,7.20,25.77
114.89,7.46,24.48
115.08,7.76,23.05
115.21,8.05,21.64
115.28,8.34,20.22
115.31,8.64,18.78
115.33,8.97,17.31
115.35,9.38,15.59
115.39,9.70,14.21
115.47,10.07,12.65
115.59,10.43,11.10
115.77,10.78,9.61
115.99,11.09,8.21
116.25,11.38,6.91
116.56,11.62,5.70
116.90,11.83,4.57
117.24,12.02,3.52
117.56,12.20,2.51
117.82,12.37,1.53
118.01,12.55,0.56
118.13,12.72,-0.42
118.16,12.91,-1.41
118.11,13.09,-2.41
117.98,13.27,-3.40
117.79,13.44,-4.38
117.52,13.59,-5.33
117.19,13.72,-6.25
116.78,13.82,-7.15
116.31,13.91,-8.00
115.78,13.94,-8.78
115.19,13.93,-9.47
114.56,13.86,-10.05
113.87,13.72,-10.50
113.17,13.52,-10.77
112.49,13.22,-10.84
111.87,12.84,-10.69
111.34,12.37,-10.29
110.93,11.82,-9.65
110.67,11.18,-8.76
110.56,10.47,-7.61
110.60,9.68,-6.23
110.78,8.83,-4.65
111.08,7.90,-2.84
111.44,6.88,-0.80
111.82,5.77,1.49
112.16,4.56,4.02
112.46,3.24,6.77
112.68,1.83,9.74
112.83,0.33,12.93
112.88,-1.26,16.30
112.83,-2.84,19.70
112.64,-4.37,23.00
112.32,-5.80,26.09
111.89,-7.09,28.86
111.36,-8.21,31.25
110.71,-9.21,33.32
109.98,-10.08,35.11
109.18,-10.86,36.65
108.35,-11.56,37.98
107.53,-12.20,39.19
106.70,-12.82,40.34
105.87,-13.42,41.51
105.02,-14.02,42.78
104.19,-14.63,44.19
103.42,-15.27,45.80
102.79,-15.91,47.56
102.35,-16.55,49.46
102.10,-17.18,51.46
101.92,-17.81,53.52
101.73,-18.42,55.63
101.43,-19.05,57.89
100.99,-19.68,60.32
100.41,-20.32,62.91
99.66,-20.94,65.61
98.75,-21.53,68.47
97.70,-22.11,71.55
96.56,-22.65,74.92
95.48,-23.14,78.51
94.56,-23.55,82.20
93.80,-23.90,85.87
93.13,-24.19,89.46
92.47,-24.43,92.90
91.82,-24.64,96.08
91.16,-24.82,98.99
90.51,-24.98,101.62
89.83,-25.13,103.94
89.11,-25.27,105.91
88.28,-25.42,107.64
87.34,-25.56,109.23
86.33,-25.68,110.77
85.26,-25.78,112.40
84.14,-25.82,114.25
82.99,-25.78,116.47
81.90,-25.63,119.06
80.96,-25.37,121.98
80.26,-25.01,125.12
79.83,-24.58,128.34
79.67,-24.10,131.52
79.75,-23.63,134.56
80.02,-23.22,137.30
80.45,-22.89,139.65
80.99,-22.65,141.56
81.61,-22.51,143.04
82.26,-22.45,144.16
82.87,-22.45,145.01
83.38,-22.50,145.62
83.72,-22.60,146.07
83.79,-22.73,146.48
83.56,-22.88,146.93
83.00,-23.03,147.44
82.20,-23.17,148.01
81.20,-23.30,148.64
80.07,-23.40,149.32
78.88,-23.48,150.04
77.67,-23.54,150.78
76.53,-23.57,151.52
75.49,-23.59,152.25
74.62,-23.60,152.93
73.94,-23.60,153.53
73.49,-23.60,154.04
73.25,-23.62,154.45
73.21,-23.65,154.77
73.34,-23.71,155.01
73.61,-23.79,155.15
73.91,-23.83,155.49
74.31,-23.95,155.46
74.81,-24.12,155.34
75.33,-24.31,155.13
75.85,-24.54,154.82
76.34,-24.81,154.40
76.69,-25.02,154.14
77.04,-25.31,153.58
77.37,-25.65,152.86
77.64,-26.03,152.03
77.86,-26.40,151.13
78.05,-26.79,150.14
78.22,-27.20,149.08
78.39,-27.60,147.95
78.56,-28.01,146.77
78.71,-28.43,145.56
78.84,-28.85,144.32
78.96,-29.27,143.04
79.09,-29.69,141.72
79.23,-30.12,140.31
79.31,-30.53,139.02
79.52,-30.94,137.53
79.85,-31.43,135.65
80.32,-31.95,133.50
80.98,-32.49,131.03
81.86,-33.05,128.21
82.92,-33.60,125.08
84.11,-34.11,121.72
85.35,-34.58,118.16
86.52,-34.99,114.56
87.54,-35.34,111.03
88.34,-35.63,107.64
88.88,-35.88,104.49
89.14,-36.08,101.67
89.16,-36.27,99.18
89.03,-36.43,97.02
88.89,-36.57,95.12
88.83,-36.69,93.42
88.96,-36.79,91.87
89.36,-36.85,90.42
90.02,-36.88,88.99
90.96,-36.88,87.51
92.12,-36.85,85.87
93.47,-36.78,83.97
94.94,-36.66,81.74
96.41,-36.49,79.19
97.78,-36.25,76.39
98.95,-35.96,73.40
99.90,-35.61,70.31
100.64,-35.21,67.20
101.23,-34.78,64.06
101.69,-34.33,60.99
102.10,-33.85,57.90
102.51,-33.40,55.23
103.10,-32.86,52.24
103.86,-32.27,49.28
104.77,-31.64,46.39
105.77,-30.95,43.50
106.67,-30.32,41.16
107.60,-29.61,38.66
108.36,-28.87,36.26
108.89,-28.12,33.94
109.13,-27.35,31.49
109.16,-26.69,29.53
108.98,-25.99,27.46
108.70,-25.32,25.51
108.44,-24.71,23.71
108.32,-24.13,22.09
108.41,-23.59,20.63
108.77,-23.07,19.33
109.44,-22.54,18.12
110.38,-21.97,16.91
111.52,-21.35,15.66
112.81,-20.63,14.25
114.15,-19.80,12.67
115.42,-18.87,10.96
116.53,-17.86,9.17
117.40,-16.81,7.38
118.00,-15.75,5.63
118.29,-14.71,3.99
118.27,-13.74,2.48
117.99,-12.86,1.13
117.50,-12.07,-0.05
116.85,-11.37,-1.08
116.10,-10.75,-1.96
115.32,-10.21,-2.72
114.55,-9.73,-3.37
113.84,-9.31,-3.92
113.19,-8.85,-4.60
112.72,-8.53,-4.95
112.32,-8.19,-5.29
112.03,-7.87,-5.58
111.87,-7.56,-5.82
111.83,-7.26,-6.01
111.90,-6.96,-6.17
112.07,-6.66,-6.29
112.32,-6.37,-6.37
112.62,-6.00,-6.65
112.97,-5.76,-6.63
113.41,-5.52,-6.54
113.89,-5.30,-6.37
114.39,-5.12,-6.11
114.89,-4.96,-5.77
115.38,-4.85,-5.32
115.84,-4.80,-4.76
116.27,-4.80,-4.06
116.66,-4.88,-3.24
117.02,-5.04,-2.24
117.35,-5.29,-1.08
117.63,-5.64,0.28
117.86,-6.09,1.82
118.04,-6.64,3.55
118.13,-7.28,5.46
118.11,-8.02,7.57
117.98,-8.84,9.86
117.71,-9.75,12.33
117.33,-10.72,14.99
116.85,-11.75,17.82
116.30,-12.77,20.71
115.70,-13.77,23.64
115.06,-14.70,26.53
114.37,-15.57,29.39
113.67,-16.29,31.93
112.97,-16.93,34.34
112.14,-17.57,36.94
111.23,-18.13,39.43
110.22,-18.62,41.83
109.11,-19.04,44.13
107.93,-19.39,46.35
106.70,-19.68,48.53
105.53,-19.90,50.50
104.52,-20.08,52.40
103.47,-20.25,54.54
102.58,-20.38,56.68
101.90,-20.46,58.81
101.45,-20.51,60.90
101.17,-20.53,62.96
101.03,-20.53,64.91
100.96,-20.52,66.70
100.90,-20.53,68.68
100.81,-20.55,71.02
100.60,-20.59,73.51
100.19,-20.65,76.22
99.49,-20.73,79.25
98.46,-20.80,82.56
97.09,-20.85,86.06
95.42,-20.83,89.66
93.56,-20.72,93.28
91.67,-20.50,96.79
89.88,-20.18,100.12
88.32,-19.76,103.29
87.14,-19.26,106.20
86.38,-18.71,108.82
86.04,-18.14,111.18
86.04,-17.56,113.29
86.31,-16.99,115.21
86.73,-16.44,116.98
87.18,-15.91,118.62
87.54,-15.41,120.16
87.69,-14.92,121.61
87.51,-14.45,123.18
87.11,-14.02,124.63
86.57,-13.61,125.97
85.75,-13.12,127.58
84.80,-12.60,129.28
83.82,-12.05,131.05
82.90,-11.44,132.89
82.09,-10.79,134.78
81.43,-10.10,136.69
80.94,-9.37,138.59
80.60,-8.64,140.43
80.38,-7.90,142.22
80.24,-7.16,143.94
80.11,-6.41,145.80
80.03,-5.75,147.37
80.02,-5.14,148.64
80.00,-4.48,149.94
79.99,-3.85,151.10
79.95,-3.25,152.14
79.89,-2.68,153.06
79.80,-2.14,153.86
79.62,-1.56,154.80
79.51,-1.12,155.32
79.30,-0.59,156.05
79.11,-0.13,156.62
78.92,0.31,157.09
78.74,0.73,157.47
78.55,1.13,157.76
78.42,1.45,157.73
78.21,1.85,157.84
78.03,2.18,157.85
77.85,2.49,157.76
77.70,2.78,157.57
77.61,2.99,157.07
77.56,3.20,156.39
77.51,3.45,155.87
77.51,3.65,155.33
77.58,3.84,154.72
77.73,4.02,154.05
77.95,4.19,153.34
78.31,4.33,152.35
78.81,4.48,151.20
79.34,4.67,150.26
79.89,4.81,149.18
80.55,4.98,147.96
81.21,5.15,146.75
81.84,5.34,145.56
82.43,5.53,144.40
82.97,5.73,143.28
83.45,5.94,142.21
83.88,6.16,141.18
84.25,6.40,140.21
84.54,6.64,139.29
84.74,6.88,138.43
84.85,7.12,137.61
84.89,7.36,136.81
84.85,7.59,136.00
84.77,7.82,135.15
84.61,8.06,134.45
84.47,8.26,133.73
84.39,8.43,132.71
84.30,8.59,131.34
84.23,8.72,129.71
84.13,8.83,128.04
84.08,8.91,126.39
84.10,8.96,124.46
84.18,9.00,122.17
84.36,9.04,119.80
84.67,9.09,117.39
85.17,9.16,114.97
85.88,9.26,112.58
86.76,9.40,110.23
87.74,9.57,107.92
88.70,9.76,105.63
89.56,9.98,103.37
90.27,10.21,101.18
90.85,10.45,99.04
91.33,10.69,97.11
91.86,10.93,95.43
92.66,11.22,93.68
93.68,11.53,92.05
94.88,11.87,90.47
96.17,12.23,88.92
97.44,12.62,87.38
98.57,13.02,85.87
99.56,13.43,84.36
100.40,13.86,82.86
101.19,14.29,81.39
102.05,14.73,79.91
103.04,15.22,78.38
104.15,15.75,76.74
105.33,16.36,74.93
106.50,17.06,72.86
107.52,17.85,70.53
108.33,18.75,67.91
108.97,19.71,65.09
109.52,20.71,62.20
110.10,21.72,59.32
110.78,22.71,56.52
111.57,23.67,53.89
112.46,24.56,51.52
113.39,25.36,49.45
114.34,26.06,47.67
115.26,26.69,46.15
116.15,27.24,44.82
116.99,27.75,43.63
117.77,28.22,42.54
118.48,28.67,41.50
119.10,29.11,40.50
119.65,29.55,39.50
120.12,29.99,38.49
120.51,30.47,37.42
120.79,30.99,36.24
120.97,31.55,34.98
121.07,32.14,33.65
121.13,32.72,32.31
121.17,33.30,30.97
121.24,33.84,29.67
121.34,34.37,28.41
121.49,34.86,27.19
121.70,35.34,26.03
121.98,35.79,24.90
122.29,36.24,23.80
122.61,36.69,22.71
122.88,37.16,21.58
123.09,37.65,20.44
123.20,38.14,19.28
123.20,38.63,18.10
123.09,39.11,16.92
122.89,39.57,15.74
122.61,40.02,14.57
122.26,40.43,13.41
121.86,40.82,12.29
121.42,41.17,11.22
120.94,41.48,10.22
120.45,41.74,9.30
119.96,41.93,8.47
119.50,42.08,7.77
119.08,42.15,7.22
118.73,42.15,6.84
118.47,42.06,6.66
118.31,41.90,6.69
118.26,41.65,6.94
118.31,41.32,7.41
118.44,40.92,8.08
118.62,40.45,8.94
118.84,39.91,9.96
119.07,39.30,11.14
119.29,38.63,12.46
119.44,37.91,13.87
119.50,37.15,15.36
119.46,36.33,16.96
119.32,35.45,18.69
119.04,34.48,20.59
118.61,33.41,22.71
118.08,32.19,25.17
117.45,30.84,27.94
116.67,29.38,30.99
115.73,27.84,34.26
114.63,26.29,37.63
113.34,24.79,40.99
111.90,23.42,44.15
110.28,22.23,46.98
108.57,21.19,49.52
106.87,20.29,51.66
105.32,19.54,53.63
103.70,18.75,55.83
102.27,18.00,58.12
101.13,17.29,60.52
100.33,16.62,62.98
99.90,16.00,65.43
99.78,15.43,67.73
99.92,14.91,69.87
100.19,14.44,71.73
100.45,14.04,73.18
100.51,13.70,74.19
100.30,13.41,74.92
99.78,13.11,75.61
99.06,12.77,76.53
98.26,12.39,77.90
97.50,11.97,79.71
96.84,11.53,82.01
96.26,11.08,84.75
95.66,10.61,87.95
94.95,10.15,91.56
94.10,9.71,95.46
93.20,9.32,99.50
92.27,8.98,103.46
91.36,8.71,107.17
90.50,8.49,110.51
89.80,8.33,113.07
89.10,8.18,115.47
88.47,8.03,117.55
87.92,7.90,119.33
87.47,7.78,120.92
87.17,7.67,122.40
87.08,7.58,123.81
87.21,7.48,125.16
87.54,7.39,126.40
88.00,7.28,127.52
88.46,7.17,128.58
88.81,7.04,129.61
88.95,6.89,130.65
88.84,6.72,131.74
88.47,6.55,132.92
87.86,6.38,134.21
87.05,6.22,135.60
